PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
1,K,--,--,M,-40,KO Rec,Out of Bounds,--,--,--,--,--,--,--,--,--,--,1
2,O,1,10,M,-35,Run,Rush,1,PRO,--,L,R,--,--,--,--,--,1
3,O,2,9,M,-36,Run,Rush,4,Twins Split,--,L,L,--,--,--,--,--,1
4,O,3,5,M,-40,Pass,Complete,9,Twins Split,--,R,R,--,--,--,--,--,1
5,O,1,10,R,-49,Pass,Complete,3,Twins Split,--,R,L,--,--,--,--,--,1
6,O,2,7,L,48,Run,Rush,7,Twins,--,L,R,--,--,--,--,--,1
7,O,1,10,M,41,Run,Rush,11,Twins Split,--,L,L,--,--,--,--,--,1
8,O,1,10,L,30,Run,Rush,-2,Twins Split,--,R,R,--,--,--,--,--,1
9,O,2,12,M,32,Run,Rush,0,PRO,--,R,R,--,--,--,--,--,1
10,O,3,12,L,32,Pass,Sack,-5,Twins Split,--,R,R,--,--,--,--,--,1
11,K,4,17,R,37,Punt,Downed,--,--,--,--,--,--,--,--,--,--,1
12,D,1,10,L,-4,Run,Rush,1,Double Tight,--,BAL,R,--,--,--,--,--,1
13,D,2,9,L,-5,Run,Rush,6,Double Tight,--,BAL,L,--,--,--,--,--,1
14,D,3,3,L,-11,Run,Rush,-1,Double Tight,--,BAL,L,--,--,--,--,--,1
15,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1
16,K,4,4,L,-10,Punt Rec,Timeout,0,--,--,--,--,--,--,--,--,--,1
17,K,4,4,L,-10,Fake Punt,Rush,--,--,--,--,--,--,--,--,--,--,1
18,O,1,10,L,11,Run,Rush,2,Twins Split,--,R,L,--,--,--,--,--,1
19,O,2,8,L,9,--,Penalty,-5,PRO,--,R,--,--,--,--,--,--,1
20,O,2,13,L,14,Pass,Incomplete,0,PRO,--,R,R,--,--,--,--,--,1
21,O,3,13,L,14,Pass,Scramble,4,TE Trips Split,--,R,L,--,--,--,--,--,1
22,O,4,9,L,10,Pass,Incomplete,0,Trips,--,R,R,--,--,--,--,--,1
23,D,1,10,R,-10,Run,Penalty,-5,Double Tight,--,BAL,R,--,--,--,--,--,1
