PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
1,K,--,--,R,-40,KO Rec,TD,60,--,--,--,--,--,--,--,--,--,1
2,K,--,--,M,3,2 Pt.,Good,--,--,--,--,R,--,--,--,--,--,1
3,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,1
4,D,1,10,R,-43,Run,Rush,-3,Trips,--,L,L,--,--,--,--,--,1
5,D,2,13,L,-40,Pass,Complete,3,DOUBLES,--,BAL,R,--,--,--,--,--,1
6,D,3,10,M,-43,--,Penalty,-5,PRO,--,R,--,--,--,--,--,--,1
7,D,3,15,M,-38,Run,Rush,0,PRO,--,R,R,--,--,--,--,--,1
8,K,4,15,R,-38,Punt Rec,Return,--,--,--,--,--,--,--,--,--,--,1
9,S,--,--,L,--,--,--,--,--,--,--,--,--,--,--,--,--,1
10,O,1,10,L,-40,Run,Rush,-5,DOUBLES,--,BAL,R,--,--,--,--,--,1
11,O,2,15,R,-35,Run,Rush,5,Trips,--,L,L,--,--,--,--,--,1
12,O,3,10,L,-40,Run,Rush,15,Unbalanced Pro,--,R,L,--,--,--,--,--,1
13,O,1,10,L,45,Run,Rush,3,Ace Twins,--,L,R,--,--,--,--,--,1
14,O,2,7,R,42,Run,Rush,1,Unbalanced Pro,--,R,R,--,--,--,--,--,1
15,O,3,6,R,41,Pass,Interception,--,Trips,--,L,L,--,--,--,--,--,1
16,D,1,10,R,-46,--,Penalty,-5,PRO,--,L,--,--,--,--,--,--,1
17,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1
18,D,1,15,R,-41,Run,Rush,1,Twins Split,--,L,L,--,--,--,--,--,1
19,D,2,14,M,-42,Pass,Complete,0,DOUBLES,--,BAL,R,--,--,--,--,--,1
20,D,3,14,M,-42,Pass,Incomplete,0,Ace Twins,--,L,R,--,--,--,--,--,1
21,K,4,14,M,-42,Punt Rec,Downed,--,--,--,--,--,--,--,--,--,--,1
22,O,1,10,M,-25,Run,Rush,3,DOUBLES,--,BAL,R,--,--,--,--,--,1
23,O,2,7,M,-28,Run,Rush,-1,Ace Twins,--,R,L,--,--,--,--,--,1
24,O,3,8,L,-27,Run,Rush,5,Trips,--,R,L,--,--,--,--,--,1
25,K,4,3,L,-32,Punt,Return,--,--,--,--,--,--,--,--,--,--,1
26,D,1,10,L,42,Run,Rush,6,PRO,--,R,L,--,--,--,--,--,1
27,D,2,4,L,36,Run,Rush,2,DOUBLES,--,BAL,R,--,--,--,--,--,1
28,D,3,2,R,34,Run,Rush,5,PRO,--,L,L,--,--,--,--,--,1
29,D,1,10,R,29,Run,Rush,-5,Trips,--,L,L,--,--,--,--,--,1
