PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
1,K,--,--,M,-40,KO,Fumble,--,--,--,--,--,--,--,--,--,--,1
2,O,1,10,L,45,Run,Rush,14,TE Trips Wing,--,R,R,--,--,--,--,--,1
3,O,1,10,L,31,Run,Rush,0,Twins Tight Wing,--,L,R,--,--,--,--,--,1
4,O,2,10,M,31,Run,Fumble,-1,--,--,--,R,--,--,--,--,--,1
5,D,1,10,L,-32,Pass,Complete,14,Twins Tight Wing,--,R,L,--,--,--,--,--,1
6,D,1,10,L,-46,Run,Rush,0,Wing Split,--,R,L,--,--,--,--,--,1
7,D,2,10,R,-46,Run,Rush,0,Trips Tight,--,R,L,--,--,--,--,--,1
8,D,3,10,L,-46,Run,Rush,1,Wing Split,--,R,L,--,--,--,--,--,1
9,K,4,9,L,-47,Punt Rec,Return,--,--,--,--,--,--,--,--,--,--,1
10,O,1,10,L,50,Pass,Sack,-3,Twins Split,--,R,R,--,--,--,--,--,1
11,O,2,13,L,-47,Run,Rush,-11,Twins Split,--,L,R,--,--,--,--,--,1
12,O,3,24,R,-36,Pass,Incomplete,0,Twins Split,--,R,L,--,--,--,--,--,1
13,K,4,24,R,-36,Punt Rec,Downed,--,--,--,--,--,--,--,--,--,--,1
14,D,1,10,M,-31,Pass,Sack,-7,DOUBLES,--,BAL,L,--,--,--,--,--,1
15,D,2,17,M,-24,Run,Rush,1,Twins Tight Wing,--,R,L,--,--,--,--,--,1
16,D,3,16,L,-25,Pass,Incomplete,0,DOUBLES,--,BAL,R,--,--,--,--,--,1
17,K,4,16,L,-25,Punt Rec,Return,--,--,--,--,--,--,--,--,--,--,1
18,O,1,10,L,-42,Run,Rush,12,Twins Split,--,L,R,--,--,--,--,--,1
19,O,1,10,R,46,Run,Rush,7,Twins Split,--,R,L,--,--,--,--,--,1
20,O,2,3,R,39,Run,Rush,14,--,--,--,R,--,--,--,--,--,1
21,O,1,10,L,25,Run,Rush,12,Unbalanced Wing Split,--,R,R,--,--,--,--,--,1
22,O,1,10,M,13,Run,Rush,-3,--,--,--,R,--,--,--,--,--,1
23,O,2,13,R,16,Run,Rush,11,Unbalanced Wing Split,--,BAL,L,--,--,--,--,--,1
24,O,3,2,M,5,Run,Rush,2,Trips,--,R,R,--,--,--,--,--,1
25,O,1,3,M,3,Run,"Rush, TD",3,Twins,--,R,L,--,--,--,--,--,1
