PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2,O,--,--,--,--,--,Rush,--,RIP nasty,Fire 4 Duck,--,--,--,--,--,--,--,--
3,O,--,--,--,--,--,Rush,--,LION,Fire 3 Oregon,--,--,--,--,--,--,--,--
4,O,--,--,--,--,--,Rush,--,RIP,2 MICHIGAN,--,--,--,--,--,--,--,--
5,O,--,--,--,--,--,Incomplete,0,RIGHT,CHOICE,--,--,--,--,--,--,--,--
6,O,--,--,--,--,--,Rush,--,DOUBLES,Fire 2 Auburn,--,--,--,--,--,--,--,--
7,O,--,--,--,--,--,Incomplete,0,RAY,SCAT,--,--,--,--,--,--,--,--
8,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
9,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
10,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
11,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
12,O,--,--,--,--,--,Rush,--,DOUBLES,Fire 3 Duck,--,--,--,--,--,--,--,--
13,O,--,--,--,--,--,Rush,--,Doubes,Flame 4 Oregon,--,--,--,--,--,--,--,--
14,O,--,--,--,--,--,Rush,--,RIP,2 Badger,--,--,--,--,--,--,--,--
15,O,--,--,--,--,Run,Rush,--,ROME,3 Oregon,--,--,--,--,--,--,--,--
16,O,--,--,--,--,Pass,"Complete, TD",--,RAY,Scat Switch,--,--,--,--,--,--,--,--
17,K,0,--,--,3,Extra Pt.,--,--,--,--,--,--,--,--,--,--,--,--
18,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
19,D,0,--,--,-40,KO,--,--,--,--,--,--,--,--,--,--,--,--
20,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
21,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
22,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
23,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
24,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
25,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
26,K,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
27,O,--,--,--,--,Pass,Incomplete,0,EAST,SMASH,--,--,--,--,--,--,--,--
28,O,--,--,--,--,Pass,Incomplete,0,RAY,SCAT,--,--,--,--,--,--,--,--
29,O,--,--,--,--,Pass,Interception,0,RAY,Smash Switch,--,--,--,--,--,--,--,--
30,D,1,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
31,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
32,K,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
33,O,--,--,--,--,Run,--,--,DOUBLES,2 MICHIGAN,--,--,--,--,--,--,--,--
34,O,--,--,--,--,Run,--,--,DOUBLES,Fire 3 Duck,--,--,--,--,--,--,--,--
35,O,--,--,--,--,Run,--,--,Liz Nasty,Flame 4 Oregon,--,--,--,--,--,--,--,--
36,O,--,--,--,--,Pass,Scramble,--,RAY,Smash 3 Cornerb Post,--,--,--,--,--,--,--,--
37,O,--,--,--,--,Pass,Complete,--,LIZ,Smash Y corner Post,--,--,--,--,--,--,--,--
38,K,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
39,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
40,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
41,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
42,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
43,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
44,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
45,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
46,O,--,--,--,--,Run,--,--,RAM,2 Badger,--,--,--,--,--,--,--,--
47,O,--,--,--,--,Pass,Incomplete,0,LOU PINCH,SCAT TRAIL,--,--,--,--,--,--,--,--
48,O,--,--,--,--,Pass,Incomplete,0,LOU,Scat Switch,--,--,--,--,--,--,--,--
49,K,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
50,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
51,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
52,D,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
