PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
45,O,1,10,R,-30,Run,Rush,1,Trips Tight,LAZOR 2 MICHIGAN,R,L,--,--,--,--,--,2
46,O,2,9,M,-31,Run,Rush,2,Ace Twins,2 WISCONSIN,L,L,--,--,--,--,--,2
47,O,3,7,M,-33,Pass,Incomplete,0,Trips Tight,HOOK,R,R,--,--,--,--,--,2
48,K,4,7,M,-33,Punt,Return,--,--,--,--,--,--,--,--,--,--,2
49,D,1,10,R,-31,Run,Rush,9,Double Tight,--,BAL,R,--,--,--,--,--,2
50,D,2,1,R,-40,Run,Rush,7,Double Tight,--,BAL,L,--,--,--,--,--,2
51,D,1,10,M,-47,Run,Rush,2,Double Tight,--,BAL,L,--,--,--,--,--,2
52,D,2,8,M,-49,Pass,Incomplete,0,Double Tight,--,BAL,L,--,--,--,--,--,2
53,D,3,8,M,-49,Run,"Rush, TD",51,Double Tight,--,BAL,R,--,--,--,--,--,2
54,K,--,--,M,3,2 Pt. Defend,No Good,--,--,--,--,L,--,--,--,--,--,2
55,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,2
56,O,1,10,L,-37,Pass,Interception,0,Ace Twins,CHOICE Y SEAM,L,R,--,--,--,--,--,2
57,D,1,10,M,50,Run,Rush,6,Double Tight,--,BAL,L,--,--,--,--,--,2
58,D,2,4,M,44,Pass,Penalty,15,Double Tight,--,BAL,L,--,--,--,--,--,2
59,D,1,10,M,29,Run,Rush,0,Double Tight,--,BAL,R,--,--,--,--,--,2
60,D,2,10,R,29,Run,Rush,6,Double Tight,--,BAL,L,--,--,--,--,--,2
61,D,3,4,M,23,Run,Rush,7,Double Tight,--,BAL,R,--,--,--,--,--,2
62,D,1,10,R,16,Run,"Rush, TD",16,Double Tight,--,BAL,R,--,--,--,--,--,2
63,K,--,--,M,3,2 Pt. Defend,Good,--,--,--,--,L,--,--,--,--,--,2
64,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,2
65,O,1,10,R,-47,Run,Rush,13,PRO,2 Tiger RED,L,R,--,--,--,--,--,2
66,O,1,10,R,40,Run,Rush,1,PRO,2 Tiger RED,R,R,--,--,--,--,--,2
67,O,2,9,R,39,Run,Rush,-3,Twins,LAZOR 4 DUCK LOG,R,L,--,--,--,--,--,2
68,O,3,12,L,42,Pass,Incomplete,0,Twins,LIGHTNING 2 WHEEL,R,R,--,--,--,--,--,2
69,K,4,12,L,42,Punt,Downed,--,--,--,--,--,--,--,--,--,--,2
70,D,1,10,R,-1,Run,Rush,5,Double Tight,--,BAL,R,--,--,--,--,--,2
71,D,2,5,R,-6,Run,"Rush, TD",94,Double Tight,--,BAL,L,--,--,--,--,--,2
72,K,--,--,M,3,2 Pt. Defend,Good,--,--,--,--,R,--,--,--,--,--,2
73,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,2
74,O,1,10,M,-28,Run,Rush,--,PRO,--,L,--,--,--,--,--,--,2
75,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,3
76,D,1,10,R,-47,Run,Rush,3,Double Tight,--,BAL,L,--,--,--,--,--,3
77,D,2,7,R,50,Run,Rush,1,Double Tight,--,BAL,L,--,--,--,--,--,3
78,D,3,6,M,49,Run,Rush,2,Double Tight,--,BAL,L,--,--,--,--,--,3
79,D,4,4,M,47,Run,Rush,12,Double Tight,--,BAL,R,--,--,--,--,--,3
80,D,1,10,M,35,Run,Rush,14,Double Tight,--,BAL,L,--,--,--,--,--,3
81,D,1,10,L,21,Run,Rush,7,Double Tight,--,BAL,L,--,--,--,--,--,3
82,D,2,3,L,14,Run,"Rush, TD",14,Double Tight,--,BAL,R,--,--,--,--,--,3
83,K,--,--,M,3,2 Pt. Defend,No Good,--,--,--,--,R,--,--,--,--,--,3
84,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,3
85,O,1,10,M,-35,Run,Rush,7,Ace Twins,2 Badger,L,L,--,--,--,--,--,3
86,O,2,3,L,-42,Run,Rush,-1,Ace Twins,2 MINNESOTA,R,L,--,--,--,--,--,3
87,O,3,4,L,-41,Run,Rush,8,Ace Twins,ROCKET 2 AUBURN,L,L,--,--,--,--,--,3
88,O,1,10,L,-49,Run,Rush,4,PRO,2 Badger BLACK,L,R,--,--,--,--,--,3
89,O,2,6,M,47,Run,Rush,5,Twins,2 Wisconsin BLACK,R,L,--,--,--,--,--,3
90,O,3,1,M,42,Run,Rush,5,PRO,2 WOLVERINE ICE,R,R,--,--,--,--,--,3
91,O,1,10,L,37,Run,Rush,2,Twins,LAZOR 2 TIGER LOG,R,R,--,--,--,--,--,3
92,O,2,8,R,35,Pass,Complete,13,Twins,2 RAZOR LEFT,R,L,--,--,--,--,--,3
93,O,1,10,M,22,Run,Rush,11,Twins,LAZOR 4 DUCK LOG,R,L,--,--,--,--,--,3
94,O,1,10,L,11,Run,Rush,-3,Twins,2 Wisconsin BLACK,R,R,--,--,--,--,--,4
95,O,2,13,L,14,Run,Rush,5,Twins,2 Wisconsin BLACK,R,L,--,--,--,--,--,4
96,O,3,8,L,9,Run,Rush,1,PRO,LAZOR 2 AUBURN GREEN,L,L,--,--,--,--,--,4
97,O,4,7,L,8,Pass,Incomplete,0,Trips Tight,Lightning 3 CORNER,R,R,--,--,--,--,--,4
98,D,1,10,M,-8,Run,Rush,7,Double Tight,--,BAL,R,--,--,--,--,--,4
99,D,2,3,R,-15,Run,"Rush, TD",85,Double Tight,--,BAL,R,--,--,--,--,--,4
100,K,--,--,M,3,2 Pt. Defend,No Good,--,--,--,--,L,--,--,--,--,--,4
101,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,4
102,O,1,10,R,30,Run,Rush,5,Ace Twins,2 WISCONSIN,R,L,--,--,--,--,--,4
103,O,2,5,R,25,Run,Rush,8,Ace Twins,Fire 2 Auburn,L,L,--,--,--,--,--,4
104,O,1,10,L,17,Run,"Rush, TD",17,Ace Twins,2 Badger,L,R,--,--,--,--,--,4
105,K,--,--,M,3,2 Pt.,No Good,--,--,--,--,L,--,--,--,--,--,4
106,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,4
107,D,1,10,M,-37,Run,Rush,5,Double Tight,--,BAL,R,--,--,--,--,--,4
108,D,2,5,M,-42,Run,Rush,4,Double Tight,--,BAL,R,--,--,--,--,--,4
109,D,3,1,M,-46,Run,Rush,11,Double Tight,--,BAL,L,--,--,--,--,--,4
110,D,1,10,M,43,Run,Rush,15,Double Tight,--,BAL,R,--,--,--,--,--,4
111,D,1,10,M,28,Run,Rush,12,Double Tight,--,BAL,R,--,--,--,--,--,4
112,D,1,10,M,16,Run,Rush,0,Double Tight,--,BAL,R,--,--,--,--,--,4
113,D,2,10,R,16,Run,Rush,0,Double Tight,--,BAL,R,--,--,--,--,--,4
