PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
1,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1
2,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,1
3,D,1,10,L,-37,Run,Rush,4,Trips Pinch,--,R,L,--,--,--,--,--,1
4,D,2,6,L,-41,Pass,Complete,12,DOUBLES,--,BAL,R,--,--,--,--,--,1
5,D,1,10,R,47,Run,Rush,16,Twins Tight Wing,--,L,R,--,--,--,--,--,1
6,D,1,10,R,31,Run,Rush,14,Trips,--,L,R,--,--,--,--,--,1
7,D,1,10,R,17,Run,Rush,8,Twins Tight Wing,--,L,R,--,--,--,--,--,1
8,D,2,2,R,9,Run,Rush,-3,Trips,--,L,R,--,--,--,--,--,1
9,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1
10,D,3,5,R,12,Run,Rush,-2,Twins Tight Wing,--,R,L,--,--,--,--,--,1
11,D,4,7,L,14,Pass,Scramble,5,Trips Pinch,--,R,R,--,--,--,--,--,1
12,O,1,10,L,-9,Run,Rush,6,Tight Pro,2 HAWKEYE ICE,L,R,--,--,--,--,--,1
13,O,2,4,L,-15,Run,Rush,0,Tight Pro,3 WOLVERINCE ICE,L,R,--,--,--,--,--,1
14,O,3,4,M,-15,Pass,Complete,17,Tight Pro,SCAT,R,R,--,--,--,--,--,1
15,O,1,10,R,-32,Run,Rush,6,Tight Pro,2 IOWA ICE,L,L,--,--,--,--,--,1
16,O,2,4,R,-38,Run,Rush,8,Tight Pro,2 AUBRUN,R,L,--,--,--,--,--,1
17,O,1,10,M,-46,Run,Rush,-1,Tight Pro,2 Badger POWER,R,R,--,--,--,--,--,1
18,O,2,11,M,-45,Run,Rush,3,Tight Pro,2 OREGON,L,L,--,--,--,--,--,1
19,O,3,8,L,-48,Pass,Sack,-4,Tight Pro,GO 3 WHEEL RIGHT,R,R,--,--,--,--,--,1
20,K,4,12,M,-44,Punt,Downed,--,Double Tight,--,BAL,--,--,--,--,--,--,1
21,D,1,10,L,-24,Run,Rush,1,DOUBLES,--,BAL,R,--,--,--,--,--,1
22,D,2,9,L,-25,Pass,Complete,26,Trips,--,R,R,--,--,--,--,--,1
23,D,1,10,R,49,Run,Rush,9,Trips,--,L,L,--,--,--,--,--,1
24,D,2,1,L,40,Pass,Complete,34,Trips Pinch,--,R,R,--,--,--,--,--,1
25,D,1,6,R,6,Run,Rush,2,--,--,--,L,--,--,--,--,--,2
26,D,2,4,R,4,Pass,"Complete, TD",4,Twins Tight Wing,--,L,R,--,--,--,--,--,2
27,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2
28,K,--,--,M,3,Extra Pt. Block,Good,--,--,--,--,--,--,--,--,--,--,2
29,K,--,--,M,-40,KO Rec,Touchback,--,--,--,--,--,--,--,--,--,--,2
30,O,1,10,M,-20,Run,Rush,3,Ace Twins,2 HAWKEYE,L,R,--,--,--,--,--,2
31,O,2,7,R,-23,Pass,Incomplete,0,Ace Twins,SCAT 3 CHAIR,L,L,--,--,--,--,--,2
