PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
89,O,2,10,R,37,Pass,Complete,17,Ace Twins,2 RAZOR RIGHT,R,R,--,--,--,--,--,3
90,O,1,10,R,20,Pass,Incomplete,0,Ace Twins,CHOICE SPUDS WHEEL,R,R,--,--,--,--,--,3
91,O,2,10,R,20,Run,Rush,6,Ace Twins,Flame 3 FLORIDA PRIDE,R,L,--,--,--,--,--,3
92,O,3,4,M,14,Run,"Rush, TD",14,PRO,2 WOLVEINE ICE,R,R,--,--,--,--,--,3
93,K,1,--,M,3,Extra Pt.,No Good,--,--,--,--,--,--,--,--,--,--,3
94,K,--,--,M,-40,KO,Timeout,--,--,--,--,--,--,--,--,--,--,3
95,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,3
96,D,1,10,M,-32,Run,Rush,5,Double Tight Wing,--,R,R,--,--,--,--,--,3
97,D,2,5,R,-37,Run,Rush,10,Double Tight Wing,--,R,L,--,--,--,--,--,3
98,D,1,10,M,-47,Run,Rush,11,Double Tight,--,BAL,R,--,--,--,--,--,3
99,D,1,10,M,42,Run,Rush,6,Double Tight,--,BAL,R,--,--,--,--,--,3
100,D,2,4,R,36,Run,"Rush, TD",36,Double Tight,--,BAL,L,--,--,--,--,--,3
101,K,--,--,M,3,2 Pt. Defend,No Good,--,--,--,--,--,--,--,--,--,--,3
102,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,4
103,O,1,10,M,-32,Run,Rush,-2,PRO,2 MICHIGAN BLACK,L,L,--,--,--,--,--,4
104,O,2,12,L,-30,Pass,Incomplete,0,Trips,4 TUNNEL RIGHT,R,R,--,--,--,--,--,4
105,O,3,12,L,-30,Pass,Complete,0,Trips Tight,2 RAZOR LEFT,R,R,--,--,--,--,--,4
106,K,4,12,M,-30,Punt,Return,--,--,--,--,--,--,--,--,--,--,4
107,D,1,10,R,47,Run,Rush,18,Double Tight Wing,--,L,L,--,--,--,--,--,4
108,D,1,10,R,29,Run,Rush,4,Double Tight Wing,--,R,R,--,--,--,--,--,4
109,D,2,6,R,25,Run,Rush,6,Double Tight Wing,--,L,R,--,--,--,--,--,4
110,D,1,10,R,19,Run,Rush,10,Double Tight Wing,--,R,R,--,--,--,--,--,4
111,D,1,9,R,9,Run,"Rush, TD",9,Double Tight Wing,--,R,R,--,--,--,--,--,4
112,K,--,--,M,3,2 Pt. Defend,Good,--,Double Tight,--,BAL,--,--,--,--,--,--,4
113,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,4
114,O,1,10,L,-33,Run,Rush,0,PRO,2 MINNESOTA,L,R,--,--,--,--,--,4
115,O,2,10,M,-33,Pass,Interception,--,Twins,STICK,R,R,--,--,--,--,--,4
116,D,1,10,L,44,Run,Rush,17,Double Tight,--,BAL,R,--,--,--,--,--,4
117,D,1,10,M,27,Run,Rush,4,Double Tight,--,BAL,R,--,--,--,--,--,4
118,D,2,6,M,23,Run,Rush,2,Double Tight,--,BAL,L,--,--,--,--,--,4
119,D,3,4,M,21,Run,Rush,3,Double Tight,--,BAL,R,--,--,--,--,--,4
120,D,4,1,M,18,Run,Rush,9,Double Tight,--,BAL,R,--,--,--,--,--,4
121,D,1,9,R,9,Run,Rush,2,Double Tight,--,BAL,R,--,--,--,--,--,4
122,D,2,7,R,7,Run,Rush,0,Double Tight,--,BAL,R,--,--,--,--,--,4
123,D,3,7,R,7,Run,Rush,2,Double Tight,--,BAL,R,--,--,--,--,--,4
124,D,4,5,R,5,Run,"Rush, TD",5,Double Tight,--,BAL,R,--,--,--,--,--,4
125,K,--,--,M,3,2 Pt. Defend,Good,--,Double Tight,--,BAL,--,--,--,--,--,--,4
126,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,4
127,O,1,10,R,-26,Run,Rush,-2,Ace Twins,2 Badger,L,L,--,--,--,--,--,4
128,O,2,12,R,-24,Pass,Incomplete,0,Ace Twins,ROCKET 4 OREGON,L,L,--,--,--,--,--,4
